date,year,folder,file,district_id,district_name,mean_spei
2002-01-01,2001,spe12_m_gdo_20020101_20021201_m,spe12_m_gdo_20020101_m_100_z01.tif,7,Ararat,-0.681070864200592
2002-01-01,2001,spe12_m_gdo_20020101_20021201_m,spe12_m_gdo_20020101_m_100_z01.tif,8,Aragatsotn,-0.6398056149482727
2002-01-01,2001,spe12_m_gdo_20020101_20021201_m,spe12_m_gdo_20020101_m_100_z01.tif,9,Armavir,-0.7958977222442627
2002-01-01,2001,spe12_m_gdo_20020101_20021201_m,spe12_m_gdo_20020101_m_100_z01.tif,10,Kotayk,-0.4158540368080139
2002-01-01,2001,spe12_m_gdo_20020101_20021201_m,spe12_m_gdo_20020101_m_100_z01.tif,11,Yerevan,-0.3936927318572998
2003-01-01,2002,spe12_m_gdo_20030101_20031201_m,spe12_m_gdo_20030101_m_100_z01.tif,1,Tavush,1.1588551998138428
2003-01-01,2002,spe12_m_gdo_20030101_20031201_m,spe12_m_gdo_20030101_m_100_z01.tif,2,Lori,1.5363308191299438
2003-01-01,2002,spe12_m_gdo_20030101_20031201_m,spe12_m_gdo_20030101_m_100_z01.tif,3,Shirak,1.2560714483261108
2003-01-01,2002,spe12_m_gdo_20030101_20031201_m,spe12_m_gdo_20030101_m_100_z01.tif,4,Gegharkunik,1.1547558307647705
2003-01-01,2002,spe12_m_gdo_20030101_20031201_m,spe12_m_gdo_20030101_m_100_z01.tif,5,Vayots Dzor,1.0407925844192505
2003-01-01,2002,spe12_m_gdo_20030101_20031201_m,spe12_m_gdo_20030101_m_100_z01.tif,6,Syunik,0.8662875294685364
2003-01-01,2002,spe12_m_gdo_20030101_20031201_m,spe12_m_gdo_20030101_m_100_z01.tif,7,Ararat,1.1616861820220947
2003-01-01,2002,spe12_m_gdo_20030101_20031201_m,spe12_m_gdo_20030101_m_100_z01.tif,8,Aragatsotn,1.2711668014526367
2003-01-01,2002,spe12_m_gdo_20030101_20031201_m,spe12_m_gdo_20030101_m_100_z01.tif,9,Armavir,1.099743127822876
2003-01-01,2002,spe12_m_gdo_20030101_20031201_m,spe12_m_gdo_20030101_m_100_z01.tif,10,Kotayk,1.0786676406860352
2003-01-01,2002,spe12_m_gdo_20030101_20031201_m,spe12_m_gdo_20030101_m_100_z01.tif,11,Yerevan,1.0831108093261719
2004-01-01,2003,spe12_m_gdo_20040101_20041201_m,spe12_m_gdo_20040101_m_100_z01.tif,1,Tavush,0.7496197819709778
2004-01-01,2003,spe12_m_gdo_20040101_20041201_m,spe12_m_gdo_20040101_m_100_z01.tif,2,Lori,0.3602958917617798
2004-01-01,2003,spe12_m_gdo_20040101_20041201_m,spe12_m_gdo_20040101_m_100_z01.tif,3,Shirak,0.8642696738243103
2004-01-01,2003,spe12_m_gdo_20040101_20041201_m,spe12_m_gdo_20040101_m_100_z01.tif,4,Gegharkunik,1.1827987432479858
2004-01-01,2003,spe12_m_gdo_20040101_20041201_m,spe12_m_gdo_20040101_m_100_z01.tif,5,Vayots Dzor,1.2929565906524658
2004-01-01,2003,spe12_m_gdo_20040101_20041201_m,spe12_m_gdo_20040101_m_100_z01.tif,6,Syunik,1.424798607826233
2004-01-01,2003,spe12_m_gdo_20040101_20041201_m,spe12_m_gdo_20040101_m_100_z01.tif,7,Ararat,1.378835678100586
2004-01-01,2003,spe12_m_gdo_20040101_20041201_m,spe12_m_gdo_20040101_m_100_z01.tif,8,Aragatsotn,0.8212594389915466
2004-01-01,2003,spe12_m_gdo_20040101_20041201_m,spe12_m_gdo_20040101_m_100_z01.tif,9,Armavir,1.2241029739379883
2004-01-01,2003,spe12_m_gdo_20040101_20041201_m,spe12_m_gdo_20040101_m_100_z01.tif,10,Kotayk,1.0476934909820557
2004-01-01,2003,spe12_m_gdo_20040101_20041201_m,spe12_m_gdo_20040101_m_100_z01.tif,11,Yerevan,1.3246588706970215
2005-01-01,2004,spe12_m_gdo_20050101_20051201_m,spe12_m_gdo_20050101_m_100_z01.tif,1,Tavush,-0.3707028031349182
2005-01-01,2004,spe12_m_gdo_20050101_20051201_m,spe12_m_gdo_20050101_m_100_z01.tif,2,Lori,-0.3179364800453186
2005-01-01,2004,spe12_m_gdo_20050101_20051201_m,spe12_m_gdo_20050101_m_100_z01.tif,3,Shirak,-0.00420813774690032
2005-01-01,2004,spe12_m_gdo_20050101_20051201_m,spe12_m_gdo_20050101_m_100_z01.tif,4,Gegharkunik,0.30091995000839233
2005-01-01,2004,spe12_m_gdo_20050101_20051201_m,spe12_m_gdo_20050101_m_100_z01.tif,5,Vayots Dzor,0.1813838928937912
2005-01-01,2004,spe12_m_gdo_20050101_20051201_m,spe12_m_gdo_20050101_m_100_z01.tif,6,Syunik,0.6580783724784851
2005-01-01,2004,spe12_m_gdo_20050101_20051201_m,spe12_m_gdo_20050101_m_100_z01.tif,7,Ararat,0.19598093628883362
2005-01-01,2004,spe12_m_gdo_20050101_20051201_m,spe12_m_gdo_20050101_m_100_z01.tif,8,Aragatsotn,-0.09442227333784103
2005-01-01,2004,spe12_m_gdo_20050101_20051201_m,spe12_m_gdo_20050101_m_100_z01.tif,9,Armavir,0.7696155309677124
2005-01-01,2004,spe12_m_gdo_20050101_20051201_m,spe12_m_gdo_20050101_m_100_z01.tif,10,Kotayk,-0.11773157864809036
2005-01-01,2004,spe12_m_gdo_20050101_20051201_m,spe12_m_gdo_20050101_m_100_z01.tif,11,Yerevan,0.28570207953453064
2006-01-01,2005,spe12_m_gdo_20060101_20061201_m,spe12_m_gdo_20060101_m_100_z01.tif,1,Tavush,1.2229715585708618
2006-01-01,2005,spe12_m_gdo_20060101_20061201_m,spe12_m_gdo_20060101_m_100_z01.tif,2,Lori,1.651049256324768
2006-01-01,2005,spe12_m_gdo_20060101_20061201_m,spe12_m_gdo_20060101_m_100_z01.tif,3,Shirak,1.6563249826431274
2006-01-01,2005,spe12_m_gdo_20060101_20061201_m,spe12_m_gdo_20060101_m_100_z01.tif,4,Gegharkunik,0.8213653564453125
2006-01-01,2005,spe12_m_gdo_20060101_20061201_m,spe12_m_gdo_20060101_m_100_z01.tif,5,Vayots Dzor,0.25138339400291443
2006-01-01,2005,spe12_m_gdo_20060101_20061201_m,spe12_m_gdo_20060101_m_100_z01.tif,6,Syunik,-0.23645365238189697
2006-01-01,2005,spe12_m_gdo_20060101_20061201_m,spe12_m_gdo_20060101_m_100_z01.tif,7,Ararat,0.8168016672134399
2006-01-01,2005,spe12_m_gdo_20060101_20061201_m,spe12_m_gdo_20060101_m_100_z01.tif,8,Aragatsotn,1.4796078205108643
2006-01-01,2005,spe12_m_gdo_20060101_20061201_m,spe12_m_gdo_20060101_m_100_z01.tif,9,Armavir,1.3218077421188354
2006-01-01,2005,spe12_m_gdo_20060101_20061201_m,spe12_m_gdo_20060101_m_100_z01.tif,10,Kotayk,1.2796443700790405
2006-01-01,2005,spe12_m_gdo_20060101_20061201_m,spe12_m_gdo_20060101_m_100_z01.tif,11,Yerevan,1.2198829650878906
2007-01-01,2006,spe12_m_gdo_20070101_20071201_m,spe12_m_gdo_20070101_m_100_z01.tif,1,Tavush,-0.7657931447029114
2007-01-01,2006,spe12_m_gdo_20070101_20071201_m,spe12_m_gdo_20070101_m_100_z01.tif,2,Lori,-1.1597908735275269
2007-01-01,2006,spe12_m_gdo_20070101_20071201_m,spe12_m_gdo_20070101_m_100_z01.tif,3,Shirak,-0.49125856161117554
2007-01-01,2006,spe12_m_gdo_20070101_20071201_m,spe12_m_gdo_20070101_m_100_z01.tif,4,Gegharkunik,-0.905185341835022
2007-01-01,2006,spe12_m_gdo_20070101_20071201_m,spe12_m_gdo_20070101_m_100_z01.tif,5,Vayots Dzor,0.0005405812407843769
2007-01-01,2006,spe12_m_gdo_20070101_20071201_m,spe12_m_gdo_20070101_m_100_z01.tif,6,Syunik,-1.5211461782455444
2007-01-01,2006,spe12_m_gdo_20070101_20071201_m,spe12_m_gdo_20070101_m_100_z01.tif,7,Ararat,-0.08839555829763412
2007-01-01,2006,spe12_m_gdo_20070101_20071201_m,spe12_m_gdo_20070101_m_100_z01.tif,8,Aragatsotn,-0.5310760140419006
2007-01-01,2006,spe12_m_gdo_20070101_20071201_m,spe12_m_gdo_20070101_m_100_z01.tif,9,Armavir,-0.5729957818984985
2007-01-01,2006,spe12_m_gdo_20070101_20071201_m,spe12_m_gdo_20070101_m_100_z01.tif,10,Kotayk,-0.41584721207618713
2007-01-01,2006,spe12_m_gdo_20070101_20071201_m,spe12_m_gdo_20070101_m_100_z01.tif,11,Yerevan,-0.5828990936279297
2008-01-01,2007,spe12_m_gdo_20080101_20081201_m,spe12_m_gdo_20080101_m_100_z01.tif,1,Tavush,1.4803674221038818
2008-01-01,2007,spe12_m_gdo_20080101_20081201_m,spe12_m_gdo_20080101_m_100_z01.tif,2,Lori,1.3617151975631714
2008-01-01,2007,spe12_m_gdo_20080101_20081201_m,spe12_m_gdo_20080101_m_100_z01.tif,3,Shirak,1.2046791315078735
2008-01-01,2007,spe12_m_gdo_20080101_20081201_m,spe12_m_gdo_20080101_m_100_z01.tif,4,Gegharkunik,0.9752907752990723
2008-01-01,2007,spe12_m_gdo_20080101_20081201_m,spe12_m_gdo_20080101_m_100_z01.tif,5,Vayots Dzor,0.9042184352874756
2008-01-01,2007,spe12_m_gdo_20080101_20081201_m,spe12_m_gdo_20080101_m_100_z01.tif,6,Syunik,0.492659330368042
2008-01-01,2007,spe12_m_gdo_20080101_20081201_m,spe12_m_gdo_20080101_m_100_z01.tif,7,Ararat,0.9082550406455994
2008-01-01,2007,spe12_m_gdo_20080101_20081201_m,spe12_m_gdo_20080101_m_100_z01.tif,8,Aragatsotn,1.56464421749115
2008-01-01,2007,spe12_m_gdo_20080101_20081201_m,spe12_m_gdo_20080101_m_100_z01.tif,9,Armavir,1.2756719589233398
2008-01-01,2007,spe12_m_gdo_20080101_20081201_m,spe12_m_gdo_20080101_m_100_z01.tif,10,Kotayk,1.352378010749817
2008-01-01,2007,spe12_m_gdo_20080101_20081201_m,spe12_m_gdo_20080101_m_100_z01.tif,11,Yerevan,1.0414506196975708
2009-01-01,2008,spe12_m_gdo_20090101_20091201_m,spe12_m_gdo_20090101_m_100_z01.tif,1,Tavush,-0.41031885147094727
2009-01-01,2008,spe12_m_gdo_20090101_20091201_m,spe12_m_gdo_20090101_m_100_z01.tif,2,Lori,-0.4475714862346649
2009-01-01,2008,spe12_m_gdo_20090101_20091201_m,spe12_m_gdo_20090101_m_100_z01.tif,3,Shirak,-1.0682975053787231
2009-01-01,2008,spe12_m_gdo_20090101_20091201_m,spe12_m_gdo_20090101_m_100_z01.tif,4,Gegharkunik,-0.09880683571100235
2009-01-01,2008,spe12_m_gdo_20090101_20091201_m,spe12_m_gdo_20090101_m_100_z01.tif,5,Vayots Dzor,-1.3135590553283691
2009-01-01,2008,spe12_m_gdo_20090101_20091201_m,spe12_m_gdo_20090101_m_100_z01.tif,6,Syunik,-0.34333157539367676
2009-01-01,2008,spe12_m_gdo_20090101_20091201_m,spe12_m_gdo_20090101_m_100_z01.tif,7,Ararat,-1.5169991254806519
2009-01-01,2008,spe12_m_gdo_20090101_20091201_m,spe12_m_gdo_20090101_m_100_z01.tif,8,Aragatsotn,-1.0221953392028809
2009-01-01,2008,spe12_m_gdo_20090101_20091201_m,spe12_m_gdo_20090101_m_100_z01.tif,9,Armavir,-1.3049428462982178
2009-01-01,2008,spe12_m_gdo_20090101_20091201_m,spe12_m_gdo_20090101_m_100_z01.tif,10,Kotayk,-0.8240728378295898
2009-01-01,2008,spe12_m_gdo_20090101_20091201_m,spe12_m_gdo_20090101_m_100_z01.tif,11,Yerevan,-1.3229546546936035
2010-01-01,2009,spe12_m_gdo_20100101_20101201_m,spe12_m_gdo_20100101_m_100_z01.tif,1,Tavush,0.7900491952896118
2010-01-01,2009,spe12_m_gdo_20100101_20101201_m,spe12_m_gdo_20100101_m_100_z01.tif,2,Lori,0.8218672871589661
2010-01-01,2009,spe12_m_gdo_20100101_20101201_m,spe12_m_gdo_20100101_m_100_z01.tif,3,Shirak,1.6656708717346191
2010-01-01,2009,spe12_m_gdo_20100101_20101201_m,spe12_m_gdo_20100101_m_100_z01.tif,4,Gegharkunik,1.8515293598175049
2010-01-01,2009,spe12_m_gdo_20100101_20101201_m,spe12_m_gdo_20100101_m_100_z01.tif,5,Vayots Dzor,2.005676746368408
2010-01-01,2009,spe12_m_gdo_20100101_20101201_m,spe12_m_gdo_20100101_m_100_z01.tif,6,Syunik,1.6267563104629517
2010-01-01,2009,spe12_m_gdo_20100101_20101201_m,spe12_m_gdo_20100101_m_100_z01.tif,7,Ararat,2.094633102416992
2010-01-01,2009,spe12_m_gdo_20100101_20101201_m,spe12_m_gdo_20100101_m_100_z01.tif,8,Aragatsotn,2.067815065383911
2010-01-01,2009,spe12_m_gdo_20100101_20101201_m,spe12_m_gdo_20100101_m_100_z01.tif,9,Armavir,1.8230335712432861
2010-01-01,2009,spe12_m_gdo_20100101_20101201_m,spe12_m_gdo_20100101_m_100_z01.tif,10,Kotayk,2.14271879196167
2010-01-01,2009,spe12_m_gdo_20100101_20101201_m,spe12_m_gdo_20100101_m_100_z01.tif,11,Yerevan,2.205240488052368
2011-01-01,2010,spe12_m_gdo_20110101_20111201_m,spe12_m_gdo_20110101_m_100_z01.tif,1,Tavush,0.45465749502182007
2011-01-01,2010,spe12_m_gdo_20110101_20111201_m,spe12_m_gdo_20110101_m_100_z01.tif,2,Lori,-0.1590547114610672
2011-01-01,2010,spe12_m_gdo_20110101_20111201_m,spe12_m_gdo_20110101_m_100_z01.tif,3,Shirak,-0.09634033590555191
2011-01-01,2010,spe12_m_gdo_20110101_20111201_m,spe12_m_gdo_20110101_m_100_z01.tif,4,Gegharkunik,-0.3584246039390564
2011-01-01,2010,spe12_m_gdo_20110101_20111201_m,spe12_m_gdo_20110101_m_100_z01.tif,5,Vayots Dzor,-0.26348674297332764
2011-01-01,2010,spe12_m_gdo_20110101_20111201_m,spe12_m_gdo_20110101_m_100_z01.tif,6,Syunik,-0.13767117261886597
2011-01-01,2010,spe12_m_gdo_20110101_20111201_m,spe12_m_gdo_20110101_m_100_z01.tif,7,Ararat,-0.15225759148597717
2011-01-01,2010,spe12_m_gdo_20110101_20111201_m,spe12_m_gdo_20110101_m_100_z01.tif,8,Aragatsotn,0.048987921327352524
2011-01-01,2010,spe12_m_gdo_20110101_20111201_m,spe12_m_gdo_20110101_m_100_z01.tif,9,Armavir,0.3412148952484131
2011-01-01,2010,spe12_m_gdo_20110101_20111201_m,spe12_m_gdo_20110101_m_100_z01.tif,10,Kotayk,-0.18058618903160095
2011-01-01,2010,spe12_m_gdo_20110101_20111201_m,spe12_m_gdo_20110101_m_100_z01.tif,11,Yerevan,-0.05366453155875206
2012-01-01,2011,spe12_m_gdo_20120101_20121201_m,spe12_m_gdo_20120101_m_100_z01.tif,1,Tavush,1.259313702583313
2012-01-01,2011,spe12_m_gdo_20120101_20121201_m,spe12_m_gdo_20120101_m_100_z01.tif,2,Lori,0.9478153586387634
2012-01-01,2011,spe12_m_gdo_20120101_20121201_m,spe12_m_gdo_20120101_m_100_z01.tif,3,Shirak,0.6955766677856445
2012-01-01,2011,spe12_m_gdo_20120101_20121201_m,spe12_m_gdo_20120101_m_100_z01.tif,4,Gegharkunik,0.762954831123352
2012-01-01,2011,spe12_m_gdo_20120101_20121201_m,spe12_m_gdo_20120101_m_100_z01.tif,5,Vayots Dzor,0.6763647198677063
2012-01-01,2011,spe12_m_gdo_20120101_20121201_m,spe12_m_gdo_20120101_m_100_z01.tif,6,Syunik,1.113904356956482
2012-01-01,2011,spe12_m_gdo_20120101_20121201_m,spe12_m_gdo_20120101_m_100_z01.tif,7,Ararat,0.5422312021255493
2012-01-01,2011,spe12_m_gdo_20120101_20121201_m,spe12_m_gdo_20120101_m_100_z01.tif,8,Aragatsotn,0.6113834381103516
2012-01-01,2011,spe12_m_gdo_20120101_20121201_m,spe12_m_gdo_20120101_m_100_z01.tif,9,Armavir,0.7103602886199951
2012-01-01,2011,spe12_m_gdo_20120101_20121201_m,spe12_m_gdo_20120101_m_100_z01.tif,10,Kotayk,0.7300985455513
2012-01-01,2011,spe12_m_gdo_20120101_20121201_m,spe12_m_gdo_20120101_m_100_z01.tif,11,Yerevan,0.5604392290115356
2013-01-01,2012,spe12_m_gdo_20130101_20131201_m,spe12_m_gdo_20130101_m_100_z01.tif,1,Tavush,-0.23333176970481873
2013-01-01,2012,spe12_m_gdo_20130101_20131201_m,spe12_m_gdo_20130101_m_100_z01.tif,2,Lori,0.1574467271566391
2013-01-01,2012,spe12_m_gdo_20130101_20131201_m,spe12_m_gdo_20130101_m_100_z01.tif,3,Shirak,-0.42124223709106445
2013-01-01,2012,spe12_m_gdo_20130101_20131201_m,spe12_m_gdo_20130101_m_100_z01.tif,4,Gegharkunik,-0.08619385957717896
2013-01-01,2012,spe12_m_gdo_20130101_20131201_m,spe12_m_gdo_20130101_m_100_z01.tif,5,Vayots Dzor,0.1393367499113083
2013-01-01,2012,spe12_m_gdo_20130101_20131201_m,spe12_m_gdo_20130101_m_100_z01.tif,6,Syunik,0.16352525353431702
2013-01-01,2012,spe12_m_gdo_20130101_20131201_m,spe12_m_gdo_20130101_m_100_z01.tif,7,Ararat,0.1572037935256958
2013-01-01,2012,spe12_m_gdo_20130101_20131201_m,spe12_m_gdo_20130101_m_100_z01.tif,8,Aragatsotn,0.3163858950138092
2013-01-01,2012,spe12_m_gdo_20130101_20131201_m,spe12_m_gdo_20130101_m_100_z01.tif,9,Armavir,-0.6513678431510925
2013-01-01,2012,spe12_m_gdo_20130101_20131201_m,spe12_m_gdo_20130101_m_100_z01.tif,10,Kotayk,0.3950668275356293
2013-01-01,2012,spe12_m_gdo_20130101_20131201_m,spe12_m_gdo_20130101_m_100_z01.tif,11,Yerevan,-0.20184394717216492
2014-01-01,2013,spe12_m_gdo_20140101_20141201_m,spe12_m_gdo_20140101_m_100_z01.tif,1,Tavush,-0.4665677845478058
2014-01-01,2013,spe12_m_gdo_20140101_20141201_m,spe12_m_gdo_20140101_m_100_z01.tif,2,Lori,-0.6627512574195862
2014-01-01,2013,spe12_m_gdo_20140101_20141201_m,spe12_m_gdo_20140101_m_100_z01.tif,3,Shirak,-1.0483001470565796
