"CROP_MASK","COUNTRY","ADM1_CODE","PROVINCE","YEAR","DATA","UNIT"
"Cropland","Armenia",462,"Tavush","2006",0.50,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","2006",9.43,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","2006",0.00,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","2005",0.00,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","2005",0.00,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","2005",0.00,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","2005",0.15,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","2005",0.00,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","2005",0.00,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","2005",0.00,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","2005",3.19,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","2005",0.00,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","2005",0.00,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","2005",0.00,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","2004",0.00,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","2004",0.00,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","2004",9.71,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","2004",16.80,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","2004",0.00,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","2004",2.37,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","2004",0.00,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","2004",0.23,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","2004",12.39,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","2004",0.00,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","2004",0.00,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","2003",12.97,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","2003",3.05,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","2003",0.54,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","2003",18.59,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","2003",14.40,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","2003",2.00,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","2003",19.36,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","2003",3.67,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","2003",11.71,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","2003",8.36,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","2003",14.86,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","2002",0.00,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","2002",0.00,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","2002",0.00,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","2002",2.40,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","2002",0.00,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","2002",0.00,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","2002",0.00,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","2002",0.04,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","2002",0.00,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","2002",0.00,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","2002",0.00,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","2001",0.21,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","2001",37.07,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","2001",1.90,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","2001",15.42,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","2001",0.22,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","2001",0.07,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","2001",0.00,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","2001",12.26,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","2001",0.00,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","2001",11.70,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","2001",0.00,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","2000",0.00,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","2000",0.21,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","2000",0.09,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","2000",0.10,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","2000",0.00,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","2000",0.00,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","2000",0.00,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","2000",0.00,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","2000",0.84,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","2000",0.00,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","2000",0.00,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","1999",1.18,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","1999",14.50,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","1999",0.63,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","1999",3.01,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","1999",0.00,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","1999",0.00,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","1999",0.00,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","1999",0.33,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","1999",0.00,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","1999",2.74,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","1999",0.00,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","1998",0.00,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","1998",0.21,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","1998",0.00,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","1998",0.51,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","1998",0.45,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","1998",0.14,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","1998",0.00,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","1998",0.00,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","1998",4.07,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","1998",0.00,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","1998",0.00,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","1997",17.40,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","1997",2.61,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","1997",5.17,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","1997",3.32,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","1997",0.45,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","1997",2.97,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","1997",47.41,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","1997",5.58,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","1997",1.01,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","1997",0.00,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","1997",0.00,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","1996",10.37,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","1996",7.52,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","1996",17.34,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","1996",7.61,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","1996",6.56,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","1996",0.07,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","1996",0.17,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","1996",1.43,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","1996",0.34,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","1996",8.84,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","1996",9.45,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","1995",1.94,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","1995",0.98,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","1995",0.00,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","1995",2.14,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","1995",0.15,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","1995",0.00,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","1995",0.00,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","1995",0.00,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","1995",0.00,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","1995",0.71,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","1995",0.00,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","1994",0.00,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","1994",0.00,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","1994",0.00,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","1994",0.00,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","1994",0.00,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","1994",0.00,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","1994",0.00,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","1994",0.00,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","1994",0.00,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","1994",0.00,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","1994",0.00,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","1993",0.00,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","1993",0.00,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","1993",0.00,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","1993",0.00,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","1993",0.00,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","1993",0.00,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","1993",0.00,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","1993",0.00,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","1993",0.00,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","1993",0.00,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","1993",0.00,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","1992",1.08,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","1992",7.63,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","1992",2.99,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","1992",1.48,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","1992",37.78,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","1992",9.35,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","1992",0.00,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","1992",3.29,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","1992",0.00,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","1992",0.11,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","1992",47.29,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","1991",9.83,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","1991",44.60,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","1991",23.79,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","1991",2.86,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","1991",28.35,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","1991",0.44,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","1991",0.00,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","1991",15.60,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","1991",0.00,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","1991",17.44,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","1991",39.18,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","1990",43.67,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","1990",43.62,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","1990",19.61,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","1990",60.47,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","1990",80.46,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","1990",53.74,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","1990",48.41,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","1990",61.16,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","1990",11.37,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","1990",93.54,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","1990",32.43,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","1989",100.00,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","1989",98.58,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","1989",96.63,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","1989",46.22,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","1989",99.69,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","1989",61.61,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","1989",99.70,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","1989",73.13,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","1989",11.71,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","1989",98.92,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","1989",100.00,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","1988",0.00,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","1988",0.00,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","1988",0.00,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","1988",0.00,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","1988",0.00,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","1988",0.00,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","1988",0.00,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","1988",1.09,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","1988",0.00,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","1988",0.83,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","1988",0.00,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","1987",32.54,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","1987",18.97,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","1987",3.99,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","1987",84.52,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","1987",54.75,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","1987",18.04,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","1987",33.97,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","1987",6.67,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","1987",8.82,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","1987",2.38,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","1987",13.51,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","1986",9.40,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","1986",5.45,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","1986",11.17,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","1986",2.40,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","1986",6.78,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","1986",2.82,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","1986",1.64,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","1986",0.00,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","1986",5.09,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","1986",0.47,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","1986",41.89,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","1985",44.43,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","1985",43.51,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","1985",79.11,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","1985",43.51,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","1985",49.62,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","1985",2.59,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","1985",9.33,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","1985",12.64,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","1985",2.37,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","1985",41.33,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","1985",87.83,"VHI % below 35 "
"Cropland","Armenia",453,"Aragatsotn","1984",0.21,"VHI % below 35 "
"Cropland","Armenia",454,"Ararat","1984",0.00,"VHI % below 35 "
"Cropland","Armenia",455,"Armavir","1984",0.18,"VHI % below 35 "
"Cropland","Armenia",456,"Gergharkunik","1984",0.00,"VHI % below 35 "
"Cropland","Armenia",457,"Kotayk","1984",0.00,"VHI % below 35 "
"Cropland","Armenia",458,"Lori","1984",0.00,"VHI % below 35 "
"Cropland","Armenia",460,"Shirak","1984",0.00,"VHI % below 35 "
"Cropland","Armenia",461,"Syunik","1984",0.00,"VHI % below 35 "
"Cropland","Armenia",462,"Tavush","1984",0.00,"VHI % below 35 "
"Cropland","Armenia",463,"Vayots Dzor","1984",0.00,"VHI % below 35 "
"Cropland","Armenia",464,"Yerevan","1984",0.00,"VHI % below 35 "
